Parameter Value,Accuracy,Precision,Recall,F1 Score,Training Time (s)
50,0.5037775763070415,0.532028205517252,0.4318772496796129,0.4491021581543858,23.15790891647339
100,0.52462979752191,0.5402360441003592,0.42767873569703935,0.43505021284164824,20.93299436569214
200,0.5315805379268661,0.5495859394837593,0.4513348428501808,0.4588863422613544,18.594225883483887
300,0.527651858567543,0.5155973547286425,0.4780907984215549,0.4898954712950367,20.477325916290283
