shuffle,Accuracy,Precision,Recall,F1 Score,Training Time (s)
True,0.46751284375944396,0.49495562229877327,0.3849232135447999,0.39720614757727707,541.1662693023682
False,0.471441523118767,0.476583833373485,0.4098489298376893,0.42528820436045073,348.46814370155334
