batch_size,Accuracy,Precision,Recall,F1 Score,Training Time (s)
32,0.46751284375944396,0.49495562229877327,0.3849232135447999,0.39720614757727707,478.0773048400879
64,0.46237533998186764,0.46796043931342035,0.3977928376413636,0.41242652817804143,469.32203340530396
128,0.45693563009972804,0.4555424173645778,0.39961344801768567,0.4138678693657085,431.1382055282593
256,0.46449078271381083,0.46289800693206684,0.4070477527393118,0.4215001127271476,442.1174623966217
512,0.47053490480507704,0.4810987939745536,0.4064926037572395,0.42245591882475475,767.7771067619324
None,0.45482018736778485,0.5437462043635821,0.32383819577493,0.28390847749197706,58.532248973846436
