language,timestamp,total_epochs,best_model_epoch,training_time_seconds,training_time_formatted,final_train_loss,final_train_f1,best_val_precision,best_val_recall,best_val_f1,test_precision,test_recall,test_f1,model_params,hidden_dim,num_layers,dropout
deu,2025-03-04 22:47:16,30,25,1509.92,0h 25m 9s,-310.9707,97.19%,92.30%,91.66%,91.98%,92.23%,91.77%,92.00%,4173825,300,2,0.5
