Parameter Value,Accuracy,Precision,Recall,F1 Score,Training Time (s)
random,0.4551223934723481,0.47321191307711563,0.36678543679110787,0.3711354537199794,22.6272451877594
glove,0.5219099425808401,0.5269931813697023,0.4458781357712337,0.457360012552237,15.155169010162354
