Parameter Value,Accuracy,Precision,Recall,F1 Score,Training Time (s)
0.3,0.5279540646721064,0.5173992043532853,0.4583899880114336,0.46669842207682055,23.207671403884888
0.4,0.5207011181625869,0.5271641586993879,0.44977958541901036,0.46278554702340263,21.504756927490234
0.5,0.5297673012994862,0.5409630963539318,0.4440163674341601,0.4487078901761891,21.759238958358765
0.6,0.5173768510123905,0.5385825688734538,0.42856810228827963,0.44189595169930157,22.38640522956848
