language,timestamp,total_epochs,best_model_epoch,training_time_seconds,training_time_formatted,final_train_loss,final_train_f1,best_val_precision,best_val_recall,best_val_f1,test_precision,test_recall,test_f1,model_params,hidden_dim,num_layers,dropout
eng,2025-03-04 22:48:35,30,30,1617.59,0h 26m 57s,-345.5396,90.50%,87.30%,80.39%,83.70%,81.42%,72.88%,76.91%,3213480,300,2,0.5
