Parameter Value,Accuracy,Precision,Recall,F1 Score,Training Time (s)
64,0.30099728014505894,0.11479782226507118,0.20031924404352033,0.11254663081383205,18.945064544677734
128,0.3723179208220006,0.14879676863525948,0.2517278061981137,0.18673199653896852,27.221856355667114
256,0.30160169235418555,0.11240504490817285,0.2004437555089511,0.10326900249052835,20.3846333026886
