language,timestamp,total_epochs,best_model_epoch,training_time_seconds,training_time_formatted,final_train_loss,final_train_f1,best_val_precision,best_val_recall,best_val_f1,test_precision,test_recall,test_f1,model_params,hidden_dim,num_layers,dropout
eng,2025-03-04 22:21:22,30,25,829.90,0h 13m 49s,0.0175,97.03%,87.54%,78.98%,83.04%,80.07%,69.55%,74.44%,3213119,300,2,0.5
