loss_function,Accuracy,Precision,Recall,F1 Score,Training Time (s)
cross_entropy,0.46751284375944396,0.49495562229877327,0.3849232135447999,0.39720614757727707,534.3249731063843
squared_error,0.46751284375944396,0.49495562229877327,0.3849232135447999,0.39720614757727707,499.6431534290314
hinge,0.46751284375944396,0.49495562229877327,0.3849232135447999,0.39720614757727707,753.4196701049805
