language,timestamp,total_epochs,best_model_epoch,training_time_seconds,training_time_formatted,final_train_loss,final_train_f1,best_val_precision,best_val_recall,best_val_f1,test_precision,test_recall,test_f1,model_params,hidden_dim,num_layers,dropout
eng,2025-03-04 23:12:24,30,30,1415.37,0h 23m 35s,-339.3103,96.74%,87.70%,88.34%,88.02%,82.19%,83.69%,82.94%,3280610,300,2,0.5
