Parameter Value,Accuracy,Precision,Recall,F1 Score,Training Time (s)
1,0.3850105772136597,0.16048727958681355,0.2622995423050761,0.19183044947520003,20.017072916030884
2,0.28921124206708976,0.05784224841341795,0.2,0.08973277074542897,18.642128705978394
3,0.35176790571169536,0.14598746337131077,0.2400656514999544,0.17260003183340314,18.691174268722534
